date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:25:21	161925/161925	---M--	200	added ('OK')	image/jpeg	etag:%2290de61f51138bdd06fda4e24d9ed4d3b%22	https://cdn.accentuate.io/586699473110/1634174781316/alberto-castillo-q-mx4mSkK9zeo-unsplash.jpg?v=1634181446321	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699473110/1634174781316/alberto-castillo-q-mx4mSkK9zeo-unsplashe185.jpg	(from https://solace-store.com/blogs/news/modern-texas-home-is-beautiful-and-completely-kid-friendly)
20:25:24	141845/141845	---M--	200	added ('OK')	image/jpeg	etag:%22d29ff43bb4e35e01d73bd0a0a5b16c94%22	https://cdn.accentuate.io/586699473110/1634174782344/zac-gudakov-EKUtjWUtPC0-unsplash.jpg?v=1634181453814	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699473110/1634174782344/zac-gudakov-EKUtjWUtPC0-unsplashe484.jpg	(from https://solace-store.com/blogs/news/modern-texas-home-is-beautiful-and-completely-kid-friendly)
20:25:25	81736/81736	---M--	200	added ('OK')	image/jpeg	etag:%22eae9639bdb6e89a4b180fa1a055ee18e%22	https://cdn.accentuate.io/586699407574/1634171897723/orchardlane16-1633359887.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699407574/1634171897723/orchardlane16-1633359887a4f0.jpg	(from https://solace-store.com/blogs/news/this-tudor-style-home-in-chicagos-north-shore-is-chock-full-of-facebook-marketplace-finds)
20:25:29	73820/73820	---M--	200	added ('OK')	image/jpeg	etag:%22c52d518c5c9e5f780b650fd7bb13c075%22	https://cdn.accentuate.io/586699407574/1634172050212/orchardlane05-1633359437.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699407574/1634172050212/orchardlane05-1633359437a4f0.jpg	(from https://solace-store.com/blogs/news/this-tudor-style-home-in-chicagos-north-shore-is-chock-full-of-facebook-marketplace-finds)
20:25:30	124414/124414	---M--	200	added ('OK')	image/jpeg	etag:%22f93d971b93da6908f0e1a2d97e431e28%22	https://cdn.accentuate.io/586699407574/1634171919185/orchardlane11-1633360655.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699407574/1634171919185/orchardlane11-1633360655a4f0.jpg	(from https://solace-store.com/blogs/news/this-tudor-style-home-in-chicagos-north-shore-is-chock-full-of-facebook-marketplace-finds)
20:25:32	87018/87018	---M--	200	added ('OK')	image/jpeg	etag:%221509a11ae92446f73e3d6e3b695aac37%22	https://cdn.accentuate.io/586699407574/1634172090303/orchardlane22-1633360138.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699407574/1634172090303/orchardlane22-1633360138a4f0.jpg	(from https://solace-store.com/blogs/news/this-tudor-style-home-in-chicagos-north-shore-is-chock-full-of-facebook-marketplace-finds)
20:25:36	164448/164448	---M--	200	added ('OK')	image/jpeg	etag:%22b371b0b711fd76164bc633c2db2ec745%22	https://cdn.accentuate.io/586699407574/1634180134644/sidekix-media-wRzBarqn3hs-unsplash.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699407574/1634180134644/sidekix-media-wRzBarqn3hs-unsplasha4f0.jpg	(from https://solace-store.com/blogs/news/this-tudor-style-home-in-chicagos-north-shore-is-chock-full-of-facebook-marketplace-finds)
20:25:36	135054/135054	---M--	200	added ('OK')	image/jpeg	etag:%22923c039faab1f47a0916690ed4cac8e0%22	https://cdn.accentuate.io/586699407574/1634180136317/aaron-huber-G7sE2S4Lab4-unsplash.jpg?v=0	C:/My%20Web%20Sites/busket/cdn.accentuate.io/586699407574/1634180136317/aaron-huber-G7sE2S4Lab4-unsplasha4f0.jpg	(from https://solace-store.com/blogs/news/this-tudor-style-home-in-chicagos-north-shore-is-chock-full-of-facebook-marketplace-finds)
20:25:37	60684/60684	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:3ca848609895fc3547401cc8eb7027dc	https://solace-store.com/account/POST	C:/My%20Web%20Sites/busket/solace-store.com/account/POST.11b.delayed	(from https://solace-store.com/account/login)
20:25:38	62043/62043	---MCZ	200	added ('OK')	text/html	etag:cacheable:385bf9eb3eab15f0b28f6fe51ddf00ba	https://solace-store.com/account/register	C:/My%20Web%20Sites/busket/solace-store.com/account/register.html	(from https://solace-store.com/account/login)
20:25:39	1726/1726	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:0ca492cd4d9089581f9df1a6d7dcbe1e	https://solace-store.com/blogs/news/tagged/featured.atom	C:/My%20Web%20Sites/busket/solace-store.com/blogs/news/tagged/featured.atom	(from https://solace-store.com/blogs/news/tagged/featured)
20:25:39	60766/60766	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:ddffa765740fa6a6716881465ba8e293	https://solace-store.com/blogs/news/tagged/POST	C:/My%20Web%20Sites/busket/solace-store.com/blogs/news/tagged/POST	(from https://solace-store.com/blogs/news/tagged/featured)
20:25:40	11412/11412	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:f76e0c41ea056ffc7e7ac80875c2e797	https://solace-store.com/collections/furnitures.atom	C:/My%20Web%20Sites/busket/solace-store.com/collections/furnitures.atom	(from https://solace-store.com/collections/furnitures)
20:25:40	4272/4272	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:ae0645391f49739361f4bbbeac126b92	https://solace-store.com/collections/furnitures.oembed	C:/My%20Web%20Sites/busket/solace-store.com/collections/furnitures.oembed	(from https://solace-store.com/collections/furnitures)
20:25:41	11518/11518	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:9a013ce7bbd86fefc4e36689845ddf20	https://solace-store.com/collections/wood.atom	C:/My%20Web%20Sites/busket/solace-store.com/collections/wood.atom	(from https://solace-store.com/collections/wood)
20:25:41	4312/4312	---MCZ	200	added ('OK')	application/json+oembed	etag:cacheable:35b9beae733e762ac76d5abec0bc4ca7	https://solace-store.com/collections/wood.oembed	C:/My%20Web%20Sites/busket/solace-store.com/collections/wood.oembed	(from https://solace-store.com/collections/wood)
